name,lat,lng
Unnamed Mosque 607,25.0639934,56.3593701
Saifee Masjid,25.273506,55.3040927
Al Zarooni Mosque,25.2732828,55.3054481
Male praying room,25.3692029,51.5507486
Unnamed Mosque 611,24.7837685,56.1441681
Unnamed Mosque 612,25.4713358,56.3537961
Unnamed Mosque 613,25.4226175,56.3345647
Unnamed Mosque 614,25.4387453,56.3407874
Unnamed Mosque 615,25.4471426,56.3520634
Unnamed Mosque 616,25.4071126,56.3585865
Unnamed Mosque 617,25.2755741,56.3530773
Unnamed Mosque 618,25.2725859,56.3585597
Unnamed Mosque 619,25.2780237,56.3558346
Unnamed Mosque 620,25.2861048,56.3544345
Unnamed Mosque 621,25.2904895,56.3551855
Unnamed Mosque 622,25.2919097,56.3518622
Unnamed Mosque 623,25.514027,56.3573463
Unnamed Mosque 624,25.5190366,56.3562949
Unnamed Mosque 625,25.5512379,56.3405857
Unnamed Mosque 626,25.5532052,56.342203
Unnamed Mosque 627,25.6165815,56.2716857
Unnamed Mosque 628,25.6166056,56.2699583
Unnamed Mosque 629,25.6132922,56.2629873
Unnamed Mosque 630,25.6149296,56.2675336
Unnamed Mosque 631,25.6212371,56.2649533
Unnamed Mosque 632,25.5957969,56.2670428
Unnamed Mosque 633,25.5903928,56.2695748
Unnamed Mosque 634,25.611171,56.2703606
Unnamed Mosque 635,25.6155124,56.2764198
Unnamed Mosque 636,25.6086483,56.2846541
Unnamed Mosque 637,25.6022554,56.3174924
Unnamed Mosque 638,25.6035277,56.3237473
Unnamed Mosque 639,25.6009903,56.3221031
Unnamed Mosque 640,25.600062,56.3264964
Ridha Mosque,25.6003679,56.2894098
Unnamed Mosque 642,25.5995825,56.2883824
Unnamed Mosque 643,25.6007799,56.2932479
Unnamed Mosque 644,25.4698241,56.351403
Unnamed Mosque 645,25.0373923,55.2573567
Jami'a Mar'yam,25.3007585,51.4953142
Unnamed Mosque 647,24.2077236,56.2254347
Unnamed Mosque 648,24.9065833,56.382649
Unnamed Mosque 649,24.8034639,56.43832
Unnamed Mosque 650,24.8060493,56.4365799
Unnamed Mosque 651,24.8081941,56.4379724
Unnamed Mosque 652,24.8393349,56.4147013
Unnamed Mosque 653,24.8562014,56.3999943
Unnamed Mosque 654,24.8551078,56.40116
Unnamed Mosque 655,24.9306081,56.3748305
Unnamed Mosque 656,25.2282188,51.4199409
Unnamed Mosque 657,25.2287693,51.4176436
Unnamed Mosque 658,24.2487894,55.7889512
Unnamed Mosque 659,24.9810328,51.09432
مسجد اجر,25.302543,55.3775898
Unnamed Mosque 661,24.2977428,51.4852939
Unnamed Mosque 662,24.229108,51.4780283
Unnamed Mosque 663,24.2239005,51.476478
Unnamed Mosque 664,24.2215401,51.4757149
Unnamed Mosque 665,24.3775855,54.5205681
Unnamed Mosque 666,25.1707006,55.4090336
Unnamed Mosque 667,24.3559661,54.5130681
Alsaliheen Mosque,25.3418237,55.4668923
Unnamed Mosque 669,24.9947626,51.6055271
جامع الشهيد جاسم السعدي,25.2825449,56.363556
مسجد,25.2878004,56.3641627
جامع,25.2891948,56.3687199
مسجد بلال ( مسجد الحاي خلفان ),25.2784569,56.3630864
Unnamed Mosque 674,25.2763067,56.3664248
Unnamed Mosque 675,25.2706401,56.3658129
مسجد الميناء,25.2650853,56.3683303
Unnamed Mosque 677,24.4569517,53.3715528
Unnamed Mosque 678,24.3634581,53.4386752
Unnamed Mosque 679,24.1258019,52.7609709
Unnamed Mosque 680,25.2761841,51.4781995
Unnamed Mosque 681,25.2893546,51.471061
Unnamed Mosque 682,25.2920936,51.4535164
Unnamed Mosque 683,25.2844922,51.4459354
Unnamed Mosque 684,25.2788517,51.456006
Unnamed Mosque 685,25.2804403,51.4400342
Unnamed Mosque 686,24.1023975,52.6481505
Prayer Room,25.3901031,55.5721024
مسجد الصرم,25.4982105,56.0324701
مسجد البليدة,25.2270913,56.1986153
مسجد الزبير بن العوام,25.0059854,56.3489828
Unnamed Mosque 691,25.2706466,55.417091
Unnamed Mosque 692,25.1597613,55.2294532
Unnamed Mosque 693,24.6688255,56.4834795
Unnamed Mosque 694,25.179902,55.2392318
Unnamed Mosque 695,24.5014132,54.3717522
Unnamed Mosque 696,25.1977913,51.45603
Unnamed Mosque 697,24.9189286,55.011061
Unnamed Mosque 698,24.9190135,55.0131326
Unnamed Mosque 699,24.9198734,55.0100684
Unnamed Mosque 700,25.4351625,51.2181728
Unnamed Mosque 701,24.923249,55.0092902
Unnamed Mosque 702,25.177696,55.4481855
Unnamed Mosque 703,25.1817657,55.4495671
Unnamed Mosque 704,25.1820889,55.4499761
Unnamed Mosque 705,25.1820834,55.451402
Unnamed Mosque 706,25.1773905,55.4511166
مسجد محطة وقود,24.9756439,51.5387159
مسجد السيدة عائشة رضي الله عنها,24.9956593,51.5433183
مسجد الشيخ دينار,25.0006615,51.5466767
Unnamed Mosque 710,25.7827092,55.9316358
Hanzalah Bin Abi Amer,24.4921602,54.3620976
Unnamed Mosque 712,25.1033907,55.2022692
Women's prayer room,24.2202437,54.6836585
Unnamed Mosque 714,25.368343,55.5577956
Unnamed Mosque 715,25.7062972,55.8089343
Unnamed Mosque 716,25.7095267,55.8079995
Unnamed Mosque 717,25.7088889,55.799978
Unnamed Mosque 718,25.7001677,55.8142904
Unnamed Mosque 719,25.7088461,55.8019077
Unnamed Mosque 720,25.6684764,55.8092742
Unnamed Mosque 721,25.7027235,55.8169264
Unnamed Mosque 722,25.7027484,55.8111159
Unnamed Mosque 723,25.7090609,55.7993536
Unnamed Mosque 724,25.6974622,55.8168235
Unnamed Mosque 725,25.4501287,55.6674766
مسجد الزبير,25.3799653,55.633619
Unnamed Mosque 727,25.3405154,55.6082595
Unnamed Mosque 728,25.4750896,55.6971215
Unnamed Mosque 729,25.3108573,55.598158
Unnamed Mosque 730,25.265739,55.5772132
مسجد,25.339022,51.4419517
Unnamed Mosque 732,25.7740787,55.9691429
Unnamed Mosque 733,25.7409512,55.8975961
Unnamed Mosque 734,25.7392882,55.8958637
Unnamed Mosque 735,25.7152462,55.8423489
Unnamed Mosque 736,25.7112882,55.8285046
Unnamed Mosque 737,25.6900479,55.8248243
Unnamed Mosque 738,25.6745819,55.780068
Unnamed Mosque 739,25.2143386,55.5061282
Unnamed Mosque 740,25.2089869,55.507568
Abdullah Bin Saeed Bin Ghalaita Mosque,25.3771036,55.5940529
Unnamed Mosque 742,25.8292399,56.1364054
Unnamed Mosque 743,24.4980215,54.3701463
Unnamed Mosque 744,26.1305316,56.2619224
Al Emam Al Nisa'ei Mosque,25.2954938,55.4902087
Unnamed Mosque 746,25.7077363,55.7981554
Unnamed Mosque 747,24.5287867,54.3911327
Unnamed Mosque 748,24.2250373,55.787405
Unnamed Mosque 749,24.225779,55.7837918
Unnamed Mosque 750,24.2299286,55.7793132
Unnamed Mosque 751,24.2294958,55.7723169
Unnamed Mosque 752,25.7077629,55.8563885
Unnamed Mosque 753,25.7055733,55.859355
Unnamed Mosque 754,25.7035746,55.8504501
Unnamed Mosque 755,25.6984992,55.8288422
Unnamed Mosque 756,25.700921,55.8154097
Unnamed Mosque 757,25.6921752,55.828122
Unnamed Mosque 758,25.4039346,55.4958199
UCC Mosque,25.3573812,51.2535592
Prayer Room,24.5291316,54.379457
Prayer Room,24.5290867,54.3795399
Unnamed Mosque 762,25.2394228,55.3595711
Unnamed Mosque 763,25.0062699,55.3081157
Unnamed Mosque 764,25.2510172,55.2979021
Port Saeed Mosque,25.2586368,55.328384
Unnamed Mosque 766,25.272509,55.3442517
Sheikh Khalifa Mosque,24.4845676,54.3528948
Unnamed Mosque 768,24.458072,54.3671921
Unnamed Mosque 769,24.4868175,54.3852868
Unnamed Mosque 770,24.4587862,54.3766695
Unnamed Mosque 771,24.4582103,54.3839275
مسجد أبي بن كعب,24.4368659,54.4372648
Unnamed Mosque 773,24.4484963,54.3468858
Sultan bin Zayed Mosque,24.4516888,54.3485098
Unnamed Mosque 775,24.4454443,54.3632713
Unnamed Mosque 776,24.4498004,54.3647261
Unnamed Mosque 777,24.5579209,54.6813522
Unnamed Mosque 778,24.461347,54.3515013
مسجد الصفا,25.193811,55.2600827
Unnamed Mosque 780,25.1111888,55.1880424
Unnamed Mosque 781,24.6728179,54.7592904
Unnamed Mosque 782,24.4887047,54.3546195
Unnamed Mosque 783,24.4891458,54.3535988
Unnamed Mosque 784,24.4896603,54.354932
Unnamed Mosque 785,24.4665226,54.3769414
Unnamed Mosque 786,25.2710769,55.3047412
Al Futtaim Mosque,25.2691905,55.3049544
Somali Masjid,25.2769386,55.3071443
جامع الشيخ زايد,24.4812272,54.3587189
Unnamed Mosque 790,25.258801,51.5408678
مسجد بلال,24.4916667,54.3802951
Unnamed Mosque 792,24.6645973,54.759872
Unnamed Mosque 793,24.4640042,54.3435566
Unnamed Mosque 794,24.4608602,54.3474148
Unnamed Mosque 795,25.2505198,51.5369634
مسجد أبو بكر الصديق,25.2821088,51.5511254
Unnamed Mosque 797,25.2907892,51.5452554
Unnamed Mosque 798,25.2680389,51.5149773
Unnamed Mosque 799,25.2893692,51.5424227
Unnamed Mosque 800,24.3316517,54.6918122
Unnamed Mosque 801,25.2583105,51.556359
Unnamed Mosque 802,25.2864759,51.5222389
Unnamed Mosque 803,24.3039421,54.6396217
Unnamed Mosque 804,24.3001616,54.6467049
Unnamed Mosque 805,24.3738701,54.6595909
Unnamed Mosque 806,25.3294678,56.341286
Abdul Jaleel Muhammed,24.4228532,54.4491072
Unnamed Mosque 808,24.3738018,54.510379
Unnamed Mosque 809,24.6700746,54.7628081
Unnamed Mosque 810,24.4705453,54.3473536
Unnamed Mosque 811,24.4715615,54.3485079
Unnamed Mosque 812,24.4669011,54.3471642
Unnamed Mosque 813,24.4634928,54.3534439
Unnamed Mosque 814,24.4605223,54.3415878
Unnamed Mosque 815,24.45773,54.3440033
Unnamed Mosque 816,24.4579056,54.3472399
Unnamed Mosque 817,24.2077442,55.7196052
Unnamed Mosque 818,25.4144913,55.4460761
Unnamed Mosque 819,25.4155747,55.4449592
Unnamed Mosque 820,25.409307,55.4413145
Unnamed Mosque 821,25.4088595,55.4371842
Unnamed Mosque 822,25.4151794,55.4426829
Unnamed Mosque 823,25.4018909,55.4398004
Unnamed Mosque 824,24.4567097,54.3718341
Unnamed Mosque 825,24.4559121,54.3743088
Masjid Derwish Bin Karam,24.4904288,54.3663281
Unnamed Mosque 827,25.2585978,51.5449634
Unnamed Mosque 828,25.295972,51.5126206
Unnamed Mosque 829,25.2817056,51.5401674
Unnamed Mosque 830,24.5419318,54.6906728
Unnamed Mosque 831,25.261036,51.5300957
Unnamed Mosque 832,24.3749576,54.6985861
Unnamed Mosque 833,24.4907955,54.3564026
Unnamed Mosque 834,24.4909759,54.3573505
Unnamed Mosque 835,24.4899761,54.3596369
Unnamed Mosque 836,24.193516,55.6573221
Unnamed Mosque 837,24.1948195,55.6610333
Unnamed Mosque 838,24.1960016,55.6639519
Unnamed Mosque 839,24.1982706,55.6685098
Unnamed Mosque 840,24.138753,55.6937889
Unnamed Mosque 841,24.1876514,55.7300637
Unnamed Mosque 842,24.4429524,54.3940712
Unnamed Mosque 843,24.441193,54.3958196
Unnamed Mosque 844,24.4689107,55.3412431
Unnamed Mosque 845,24.4642548,55.3354061
Unnamed Mosque 846,24.4697422,55.3491521
Unnamed Mosque 847,25.2608606,51.5364418
Unnamed Mosque 848,25.2606538,51.5488013
Unnamed Mosque 849,24.4982349,54.921577
Unnamed Mosque 850,25.2547876,51.5344244
Unnamed Mosque 851,25.7388388,55.8921484
Unnamed Mosque 852,25.7386794,55.8922376
Unnamed Mosque 853,24.4620781,54.3629406
Unnamed Mosque 854,25.2754079,51.5215084
Unnamed Mosque 855,25.6172317,56.0102389
Unnamed Mosque 856,24.4864666,54.3547321
Unnamed Mosque 857,24.4650111,54.365968
Abdullah Salem Mosque,24.4545258,54.3609
Unnamed Mosque 859,24.4520734,54.3629597
Unnamed Mosque 860,24.4597173,54.3609591
Unnamed Mosque 861,25.6817678,55.8117986
Unnamed Mosque 862,25.6818478,55.8119359
Unnamed Mosque 863,25.5209396,55.9106965
Unnamed Mosque 864,25.5854754,55.6599448
Unnamed Mosque 865,24.4804272,54.3545242
Unnamed Mosque 866,24.4817803,54.3508386
Unnamed Mosque 867,24.4764784,54.3536591
Unnamed Mosque 868,26.369103,56.3622478
Unnamed Mosque 869,25.7916638,55.9494692
مسجد العقروبي,25.3345628,55.3591728
Unnamed Mosque 871,25.7757942,55.9357501
ساحة الصلاة,25.7719999,55.9342289
Unnamed Mosque 873,25.7737438,55.9275272
Unnamed Mosque 874,25.7948512,55.9418692
Unnamed Mosque 875,25.7926456,55.9425667
Unnamed Mosque 876,25.7846626,55.9386116
Unnamed Mosque 877,25.7612499,55.92501
مسجد رأس الخيمة القديم,25.8003536,55.9483528
Al Huda Mosque,25.3315666,55.3689285
Unnamed Mosque 880,25.254586,55.3989859
Unnamed Mosque 881,25.3477511,55.3820119
مسجد النور,25.3348187,55.3871486
مسجد القصباء,25.3223577,55.378104
Unnamed Mosque 884,25.7977202,55.9887272
Unnamed Mosque 885,25.8084243,55.9688876
Unnamed Mosque 886,25.7540566,55.9092236
Unnamed Mosque 887,24.4944886,54.363601
Unnamed Mosque 888,25.2871692,51.5375396
مسجد أسباير,25.2618302,51.446404
Unnamed Mosque 890,24.434068,54.3831727
Unnamed Mosque 891,25.7967211,55.9485185
Unnamed Mosque 892,25.3006076,51.5159777
Unnamed Mosque 893,25.3730084,51.5226465
مسجد مصعب بن عمير,25.3323283,51.511279
Al Khor Mosque,25.6847383,51.5068397
Unnamed Mosque 896,25.2399221,51.4671221
مسجد منيرة بنت سلطان بن ناصر السويدي,25.3358583,51.5067933
Unnamed Mosque 898,25.2702818,51.5021845
مسجد مريم أم عيسى,24.4497122,54.3858236
Unnamed Mosque 900,24.4408162,54.449771
مسجد شاطئ الذخيرة التاريخي,25.7381956,51.5465277
Unnamed Mosque 902,25.2507633,55.2854347
Unnamed Mosque 903,25.2572779,55.2911227
Unnamed Mosque 904,25.2693451,51.5376083
Unnamed Mosque 905,25.5340984,55.5535481
Unnamed Mosque 906,25.5883233,55.5685562
Muhammad Abdulrahman Al-Zaman Mosque (60),25.2602023,51.5105317
Unnamed Mosque 908,25.4796933,55.5235517
Unnamed Mosque 909,25.4779896,55.5269543
Unnamed Mosque 910,24.4782982,54.3661422
Amna Ahmad,24.3210665,54.5313424
Unnamed Mosque 912,24.4930464,54.384018
Unnamed Mosque 913,25.6459276,56.2678612
Unnamed Mosque 914,24.4297301,54.4444771
مسجد,25.6508645,56.2674303
Unnamed Mosque 916,25.6459556,56.2678047
Unnamed Mosque 917,24.8063376,55.070048
Unnamed Mosque 918,24.4469577,54.4077207
Unnamed Mosque 919,24.5919222,54.6950512
مسجد جامع تنب بزرگ,26.2522602,55.3048769
Unnamed Mosque 921,24.5014232,54.3717674
Unnamed Mosque 922,24.4611598,54.5562848
Unnamed Mosque 923,24.4663887,54.3530411
Unnamed Mosque 924,24.4753984,54.3523725
Unnamed Mosque 925,24.4329455,54.4451844
Unnamed Mosque 926,24.4376663,54.4106862
Unnamed Mosque 927,24.9263749,55.0062989
Unnamed Mosque 928,24.5156787,54.6652713
Unnamed Mosque 929,25.3360127,55.3704917
Fatima Bint Mohammed,24.4764768,54.346462
Unnamed Mosque 931,24.4928573,54.360118
Unnamed Mosque 932,24.4929428,54.3613311
Unnamed Mosque 933,24.486343,54.360469
Unnamed Mosque 934,24.4789638,54.3527857
Al Rayyana Mosque,24.4119658,54.5366142
Unnamed Mosque 936,25.3500208,55.4060033
Unnamed Mosque 937,24.2806173,54.6456886
مسجد الشيخ زايد,25.6009454,56.2750891
مسجد دبي الكبير,25.2643735,55.296809
مسجد البستكية,25.2648368,55.299554
Unnamed Mosque 941,24.4799612,54.3630451
مسجد هامل بن خادم,24.4832448,54.3668044
Unnamed Mosque 943,24.4847971,54.3639929
Unnamed Mosque 944,24.4812392,54.3669909
Unnamed Mosque 945,24.4827077,54.3620726
Unnamed Mosque 946,24.4888392,54.3696177
Mariam Bint Said,24.4772515,54.3729975
Unnamed Mosque 948,24.4807423,54.3757487
Unnamed Mosque 949,24.4820865,54.3725043
Unnamed Mosque 950,25.2769046,55.8776031
عمار بن ياسر - الذيد‎,25.2870728,55.8807108
Unnamed Mosque 952,25.2889099,55.8808731
Unnamed Mosque 953,24.4927929,54.3701497
Unnamed Mosque 954,25.2316399,51.4644855
Unnamed Mosque 955,25.3691065,55.3908991
Unnamed Mosque 956,25.2730196,55.8747163
Unnamed Mosque 957,25.29669,55.6103622
Unnamed Mosque 958,24.473038,52.3115073
Unnamed Mosque 959,24.4735011,52.3163219
Unnamed Mosque 960,24.4947027,52.3224689
Unnamed Mosque 961,24.4791764,52.3091185
Mosque,24.0964104,52.7509536
Unnamed Mosque 963,24.4638237,52.3124689
Unnamed Mosque 964,25.3162161,55.5200465
Unnamed Mosque 965,24.9970224,55.1549996
Mosque,25.0940035,55.1672851
Unnamed Mosque 967,24.9394678,55.7907763
Unnamed Mosque 968,24.4961985,54.3692813
Al Badiyah Mosque,25.4391127,56.353789
Unnamed Mosque 970,25.3278709,56.3445888
Unnamed Mosque 971,24.8646461,55.5586249
Unnamed Mosque 972,24.8642672,55.5567419
Unnamed Mosque 973,24.9554482,55.2787347
Unnamed Mosque 974,25.230236,55.3600442
Unnamed Mosque 975,25.0777225,55.4012504
Unnamed Mosque 976,25.2028514,55.3774556
Unnamed Mosque 977,25.1600665,55.3339219
Unnamed Mosque 978,25.1764519,55.2204328
مسجد الإمام أحمد بن حنبل,25.3570167,55.4277724
Unnamed Mosque 980,25.3629865,55.4235821
Unnamed Mosque 981,25.360456,55.4267292
Unnamed Mosque 982,25.3630056,55.4193614
Unnamed Mosque 983,25.1512971,55.1998822
Unnamed Mosque 984,25.1531604,55.2026894
Unnamed Mosque 985,25.1452422,55.1946311
مسجد امام علی علیه‌ السلام,26.238678,55.148779
Unnamed Mosque 987,25.131208,55.8814812
Unnamed Mosque 988,25.006182,56.3309952
Unnamed Mosque 989,25.0520868,56.3574847
Unnamed Mosque 990,25.052724,56.349585
Unnamed Mosque 991,25.1206804,56.3564724
Unnamed Mosque 992,25.1344035,56.3538927
Unnamed Mosque 993,25.1132742,56.3348818
Unnamed Mosque 994,25.1073671,56.3534152
مسجد عمر بن الخطاب,25.1226302,56.3398857
Unnamed Mosque 996,25.416718,55.4897043
Sheikh Zayed Masjid,25.4170083,55.4892875
Unnamed Mosque 998,25.4005821,55.4752769
Unnamed Mosque 999,25.3896933,55.4652735
Unnamed Mosque 1000,25.4001223,55.4270597
Unnamed Mosque 1001,25.3978254,55.4304286
Unnamed Mosque 1002,25.3773209,55.4228667
Unnamed Mosque 1003,25.3822498,55.4189281
Unnamed Mosque 1004,25.3822266,55.418947
Unnamed Mosque 1005,25.3710367,55.4275504
Unnamed Mosque 1006,25.3625991,55.4282673
مسجد,25.8646757,55.0205571
مسجد جامع بوموسی,25.8870298,55.0287875
Unnamed Mosque 1009,26.0470334,56.0857651
Unnamed Mosque 1010,25.9651984,56.0512374
Unnamed Mosque 1011,24.1913991,55.7179083
Unnamed Mosque 1012,24.1861906,55.719366
Unnamed Mosque 1013,24.4234687,54.4432988
مسجد الشيخ هزاع بن سلطان,24.4976045,54.3757959
Unnamed Mosque 1015,24.4980523,54.9329221
Unnamed Mosque 1016,24.7963778,56.1155579
Unnamed Mosque 1017,25.349038,55.398119
Unnamed Mosque 1018,24.4984378,54.9102203
Unnamed Mosque 1019,24.4981244,54.89772
Unnamed Mosque 1020,24.8887908,53.0797421
Unnamed Mosque 1021,25.0130034,55.3466496
Unnamed Mosque 1022,25.3153629,55.5144826
Unnamed Mosque 1023,25.2978266,55.5354954
Unnamed Mosque 1024,25.297834,55.5351467
مسجد جامعة الشارقة,25.2844782,55.4761893
مسجد,25.2919826,55.4978256
Unnamed Mosque 1027,25.2740074,55.5185466
Unnamed Mosque 1028,25.2908927,55.5224228
Unnamed Mosque 1029,25.2910678,55.5224827
Unnamed Mosque 1030,25.3033747,55.5153183
Unnamed Mosque 1031,25.2866334,55.4868999
Unnamed Mosque 1032,25.2795639,55.5047158
Unnamed Mosque 1033,25.2533626,55.5640984
Unnamed Mosque 1034,25.2991922,55.4878101
Unnamed Mosque 1035,25.2859912,55.5210163
Unnamed Mosque 1036,25.2767471,55.4872937
Unnamed Mosque 1037,25.2766162,55.4871899
Al Bateen Mosque,24.4581509,54.3311949
Unnamed Mosque 1039,25.2928028,55.4844049
مسجد,25.4104899,55.476393
Unnamed Mosque 1041,25.4153057,55.4714208
Unnamed Mosque 1042,25.4088716,55.4732726
مسجد,25.4118319,55.4732565
مسجد أبو بكر الصديق,25.4087607,55.4734013
Unnamed Mosque 1045,25.4081025,55.4704328
Unnamed Mosque 1046,24.0854825,52.6644176
Unnamed Mosque 1047,25.315329,55.5144799
المسجد المركزي,24.087878,52.6488834
Unnamed Mosque 1049,25.4044499,55.4620216
Unnamed Mosque 1050,25.4044352,55.4620032
Unnamed Mosque 1051,25.403618,55.4775738
Unnamed Mosque 1052,25.3784634,55.4106061
Unnamed Mosque 1053,25.3744572,55.4068537
Unnamed Mosque 1054,25.4796612,55.5234816
Unnamed Mosque 1055,25.4779331,55.5267966
Unnamed Mosque 1056,24.4856484,54.355828
Unnamed Mosque 1057,24.4687378,54.362904
مسجد راشد عبدالله حمد الفطيم,25.2807953,55.3137766
Unnamed Mosque 1059,25.4144205,55.4989599
Unnamed Mosque 1060,25.3968604,55.4921328
Unnamed Mosque 1061,25.3703315,55.4745201
Unnamed Mosque 1062,25.4099461,55.4889893
Unnamed Mosque 1063,25.3442278,55.4756354
Unnamed Mosque 1064,25.3479294,55.4703969
Unnamed Mosque 1065,25.3379511,55.4640835
Unnamed Mosque 1066,25.3444392,55.46128
Unnamed Mosque 1067,25.3534354,55.4756235
Unnamed Mosque 1068,25.3521967,55.461079
Unnamed Mosque 1069,25.3591322,55.466336
Unnamed Mosque 1070,25.353129,55.4543755
Unnamed Mosque 1071,25.3487515,55.4509422
Unnamed Mosque 1072,25.3581528,55.4540745
Unnamed Mosque 1073,25.3628656,55.4567138
Unnamed Mosque 1074,25.3627568,55.456598
Unnamed Mosque 1075,25.3516057,55.4394647
Unnamed Mosque 1076,25.3478522,55.4586958
مصلى العيد,25.3638206,55.4345335
Unnamed Mosque 1078,25.3742121,55.4439747
Unnamed Mosque 1079,25.3742001,55.4438979
Unnamed Mosque 1080,25.3751409,55.4422922
Unnamed Mosque 1081,25.354667,55.4707303
Unnamed Mosque 1082,25.358252,55.4541466
Unnamed Mosque 1083,25.341688,55.430377
Unnamed Mosque 1084,25.3397669,55.4292305
Unnamed Mosque 1085,25.3423753,55.436475
Unnamed Mosque 1086,25.3422548,55.436385
Unnamed Mosque 1087,25.3350579,55.4410524
Unnamed Mosque 1088,25.3351182,55.4411845
Unnamed Mosque 1089,24.2960068,54.5413144
Unnamed Mosque 1090,25.338966,55.4564091
Unnamed Mosque 1091,25.339218,55.4521745
Unnamed Mosque 1092,25.3391902,55.4522454
Unnamed Mosque 1093,25.3329457,55.4244023
Unnamed Mosque 1094,25.3330353,55.4245051
Unnamed Mosque 1095,25.3543828,55.4862548
Unnamed Mosque 1096,26.0299604,56.1015822
Unnamed Mosque 1097,26.030017,56.1015364
Unnamed Mosque 1098,26.0318313,56.1022654
Unnamed Mosque 1099,26.0470695,56.0857349
Unnamed Mosque 1100,25.3028243,55.4822398
Unnamed Mosque 1101,25.3370337,55.4203782
Unnamed Mosque 1102,25.3466343,55.42921
Unnamed Mosque 1103,25.3410174,55.4203735
Unnamed Mosque 1104,25.3466227,55.4291048
Unnamed Mosque 1105,25.2332603,51.4672406
Unnamed Mosque 1106,25.2883306,51.5315627
Unnamed Mosque 1107,25.439256,55.5309541
Unnamed Mosque 1108,25.3743924,55.4207656
Unnamed Mosque 1109,25.3664897,55.4232827
مسجد صلاح الدين الايوبي,24.9935278,51.5482569
Unnamed Mosque 1111,25.3498143,55.4117958
Unnamed Mosque 1112,25.2527586,51.4634438
Unnamed Mosque 1113,24.4592441,54.5025014
Unnamed Mosque 1114,24.4592409,54.502504
Unnamed Mosque 1115,24.4408667,54.5206206
Jumeirah Mosque,25.2340537,55.2655357
Unnamed Mosque 1117,24.4856303,54.3808675
Unnamed Mosque 1118,25.1238537,56.3551505
Grand Mosque,25.2891917,51.528516
Unnamed Mosque 1120,24.4705089,54.3798713
Unnamed Mosque 1121,25.1460313,55.5362044
مسجد سلطان محمد راشد بالفاره القبيسي,23.6457853,53.7049803
Unnamed Mosque 1123,25.1735903,55.3693012
Unnamed Mosque 1124,23.8324045,53.6171901
Unnamed Mosque 1125,25.247121,51.4879352
Unnamed Mosque 1126,25.2566186,51.4490363
Unnamed Mosque 1127,23.1189814,53.9283575
Unnamed Mosque 1128,25.1624272,55.3525537
Unnamed Mosque 1129,25.1624943,55.3526591
Unnamed Mosque 1130,25.1468363,55.3554606
Unnamed Mosque 1131,25.146907,55.3554789
Unnamed Mosque 1132,24.240409,55.7749205
Unnamed Mosque 1133,24.4416095,54.6271613
Unnamed Mosque 1134,24.2505447,55.7965248
Unnamed Mosque 1135,24.2538477,55.784496
Unnamed Mosque 1136,24.253949,55.7843215
Unnamed Mosque 1137,24.250078,55.7816167
Unnamed Mosque 1138,25.1848577,55.3763594
Unnamed Mosque 1139,25.1797347,55.3780404
Unnamed Mosque 1140,24.2044262,55.804654
Unnamed Mosque 1141,25.2027501,55.3775337
Eid Prayer Area,25.2108443,55.3969327
Unnamed Mosque 1143,24.4233056,54.4576397
Unnamed Mosque 1144,24.2341894,55.7399311
Unnamed Mosque 1145,24.2340736,55.7508966
Unnamed Mosque 1146,24.2304373,55.7434377
Unnamed Mosque 1147,24.2198548,55.781661
Unnamed Mosque 1148,24.2139079,55.7787699
Zayed Al Awal Mosque,24.2447953,55.7403153
Masjid at Al Mutawaa Al Ain,24.2202172,55.7629863
Unnamed Mosque 1151,24.2457209,55.7519147
مسجد الشيخ حمدان,25.2538689,55.3343378
Unnamed Mosque 1153,25.1882253,55.4231476
Unnamed Mosque 1154,25.1875152,55.4115735
Unnamed Mosque 1155,25.1875187,55.4114958
مسجد الشيخ عيسى,24.2735182,55.7412786
Unnamed Mosque 1157,24.2672503,55.7399136
EMIRATO de DUBAI (UAE) Mezquita de Al Ain,24.2696941,55.7571129
Unnamed Mosque 1159,24.2544988,55.7402358
Unnamed Mosque 1160,24.6422788,55.1202189
Unnamed Mosque 1161,24.6859814,55.2516216
Mosque,24.4763163,54.330731
Unnamed Mosque 1163,24.2337671,55.7452698
Layan Mosque,25.0256142,55.2809928
Unnamed Mosque 1165,25.2975649,56.3417916
Unnamed Mosque 1166,25.2975746,56.341478
Unnamed Mosque 1167,25.9328897,51.515602
Unnamed Mosque 1168,24.4195617,54.5328939
Al Madina Al Riyadiyah Mosque,24.4116437,54.4678383
Unnamed Mosque 1170,24.4497656,54.4055503
Masjid Abdullah Ali Al-Chaafar,25.046193,55.134198
Unnamed Mosque 1172,24.3329254,54.8105991
Unnamed Mosque 1173,24.3352231,54.8031274
Unnamed Mosque 1174,25.3042484,55.8736622
Unnamed Mosque 1175,25.2765717,55.8598059
Unnamed Mosque 1176,25.2675417,55.8589329
Unnamed Mosque 1177,25.3586361,55.8522877
Unnamed Mosque 1178,25.3586999,55.8522382
Unnamed Mosque 1179,25.3605936,55.8734812
Al Safa Mosque,25.1886444,55.2399463
Unnamed Mosque 1181,25.28011,55.8803741
Unnamed Mosque 1182,25.2801339,55.880305
Unnamed Mosque 1183,25.2789473,55.8908508
Unnamed Mosque 1184,25.1725532,55.9618443
Unnamed Mosque 1185,25.1702889,55.9541174
Unnamed Mosque 1186,24.4225415,54.4371151
